City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,The Valley,AI,18.217,-63.0578,81.82,75,0,14.14,clear sky
348,Goma,CD,-1.6792,29.2228,60.76,73,5,2.53,clear sky
349,Namtsy,RU,62.7161,129.6658,84.31,17,86,14.18,overcast clouds
350,Balkanabat,TM,39.5108,54.3671,91.99,11,5,8.66,clear sky
351,Grandview,US,38.8858,-94.533,71.35,80,1,8.05,clear sky
352,Manakara,MG,-22.1333,48.0167,61.43,92,7,4.03,clear sky
353,Labuhan,ID,-6.8844,112.2051,87.49,54,56,2.93,broken clouds
354,Burns Lake,CA,54.2331,-125.7533,66.09,82,35,8.03,scattered clouds
355,Khor,RU,47.8861,134.9464,89.76,44,18,7.31,few clouds
356,Casablanca,MA,33.5928,-7.6192,63.75,81,29,4.03,scattered clouds
357,Tucuman,AR,-26.8241,-65.2226,48.2,61,0,9.22,clear sky
358,Adrar,MR,20.5022,-10.0711,88.63,35,43,11.32,scattered clouds
359,Tiznit,MA,29.5833,-9.5,67.62,51,0,2.19,clear sky
360,Gamboma,CG,-1.8764,15.8644,73.92,62,96,3.51,overcast clouds
361,Kerema,PG,-7.9631,145.7785,79.0,79,52,8.97,broken clouds
362,Noumea,NC,-22.2763,166.4572,73.38,57,2,9.08,clear sky
363,Auki,SB,-8.7676,160.7034,80.42,83,34,6.62,scattered clouds
364,Iqaluit,CA,63.7506,-68.5145,49.69,93,100,1.99,overcast clouds
365,Soyo,AO,-6.1349,12.3689,71.06,89,65,3.98,broken clouds
366,Tyukalinsk,RU,55.8732,72.1967,72.14,71,3,12.17,clear sky
367,Ibra,OM,22.6906,58.5334,88.3,46,99,6.31,overcast clouds
368,Georgiyevka,KZ,43.0369,74.7114,82.44,28,0,4.47,clear sky
369,Orlovo,RU,51.754,39.5873,71.89,55,22,6.22,few clouds
370,Saint-Joseph,RE,-21.3667,55.6167,68.36,70,24,8.3,few clouds
371,La Palma,US,33.8464,-118.0467,90.34,59,1,4.0,clear sky
372,Fortuna,US,40.5982,-124.1573,56.93,90,20,1.01,few clouds
373,Beloha,MG,-25.1667,45.05,61.83,63,0,6.15,clear sky
374,Vanimo,PG,-2.6741,141.3028,86.22,65,40,6.33,scattered clouds
375,Moyale,KE,3.5167,39.0584,63.36,73,100,12.75,overcast clouds
376,Hammerfest,NO,70.6634,23.6821,46.85,81,75,6.91,broken clouds
377,Linkou,CN,45.3,130.2833,81.95,63,99,3.53,overcast clouds
378,Panjab,AF,34.388,67.0233,62.49,31,0,4.07,clear sky
379,Maua,BR,-23.6678,-46.4614,54.07,91,56,2.08,broken clouds
380,Mogadishu,SO,2.0371,45.3438,75.81,84,57,14.43,light rain
381,Dunedin,NZ,-45.8742,170.5036,50.81,76,100,7.0,overcast clouds
382,Victoria,HK,22.2855,114.1577,88.32,82,100,5.01,light rain
383,Olavarria,AR,-36.8927,-60.3225,38.5,77,0,5.12,clear sky
384,Tala,EG,30.6803,30.9429,75.4,74,0,2.66,clear sky
385,Inirida,CO,3.8653,-67.9239,70.92,97,91,2.17,light rain
386,Faya,SA,18.3851,42.4509,63.12,62,62,4.03,broken clouds
387,Karlstad,SE,59.3793,13.5036,54.16,94,75,10.36,broken clouds
388,Andreyevo,RU,55.9465,41.1505,67.17,87,100,3.18,overcast clouds
389,Padang,ID,-0.9492,100.3543,84.25,72,100,3.96,overcast clouds
390,Kompaniyivka,UA,48.2511,32.208,73.15,72,8,8.43,clear sky
391,Ambon,ID,-3.6954,128.1814,89.74,62,40,6.91,scattered clouds
392,San Fernando,PH,15.0286,120.6898,87.15,72,99,18.07,overcast clouds
393,Andenes,NO,69.3143,16.1194,46.38,93,75,14.97,broken clouds
394,Thornbury,GB,52.2333,-2.55,55.72,84,96,0.94,overcast clouds
395,Manokwari,ID,-0.8667,134.0833,84.33,71,34,10.85,scattered clouds
396,Nouakchott,MR,18.0858,-15.9785,76.93,85,80,13.02,broken clouds
397,Yuanping,CN,38.7153,112.7575,81.66,39,3,2.89,clear sky
398,Nhulunbuy,AU,-12.2333,136.7667,84.81,58,75,12.66,broken clouds
399,Vostok,RU,46.4856,135.8833,85.28,43,58,4.45,broken clouds
400,Pisco,PE,-13.7,-76.2167,62.65,82,90,8.05,overcast clouds
401,Aykhal,RU,66.0,111.5,78.1,30,46,13.67,scattered clouds
402,Karditsa,GR,39.3656,21.9217,84.67,31,0,1.83,clear sky
403,Tautira,PF,-17.7333,-149.15,78.01,66,3,10.54,clear sky
404,Ensley,US,30.5188,-87.2728,86.54,90,1,8.05,clear sky
405,Provideniya,RU,64.3833,-173.3,42.91,81,90,17.9,moderate rain
406,Beringovskiy,RU,63.05,179.3167,45.03,80,99,24.23,overcast clouds
407,Maceio,BR,-9.6658,-35.7353,69.24,100,40,4.61,scattered clouds
408,Ngama,TD,11.7833,17.1667,73.94,89,100,6.04,overcast clouds
409,Sitka,US,57.0531,-135.33,62.49,72,75,0.0,broken clouds
410,Inuvik,CA,68.3499,-133.7218,70.48,59,97,7.94,overcast clouds
411,Beirut,LB,33.8889,35.4944,86.38,69,0,3.44,clear sky
412,Jibuti,DJ,11.5,42.5,92.62,59,100,9.62,light rain
413,Nakamura,JP,32.9833,132.9333,87.3,64,99,6.33,overcast clouds
414,Baraboo,US,43.4711,-89.7443,61.16,88,40,0.0,scattered clouds
415,Winsum,NL,53.33,6.5208,57.97,44,24,11.39,few clouds
416,Aklavik,CA,68.2191,-135.0107,66.61,62,97,10.89,overcast clouds
417,Firminy,FR,45.3873,4.2907,52.23,93,0,3.44,clear sky
418,Listvyanka,RU,51.8535,104.8693,60.3,99,100,0.67,overcast clouds
419,Dehui,CN,44.5333,125.7,65.97,98,100,11.52,light rain
420,Pasni,PK,25.2631,63.471,82.38,86,96,11.92,overcast clouds
421,Clyde River,CA,70.4692,-68.5914,36.93,94,100,6.76,overcast clouds
422,Naze,JP,28.3667,129.4833,80.56,86,89,17.6,overcast clouds
423,Staritsa,RU,56.5075,34.9354,65.21,66,99,3.89,overcast clouds
424,Batemans Bay,AU,-35.7167,150.1833,65.19,48,2,12.21,clear sky
425,Wajid,SO,3.8093,43.2471,70.5,82,64,20.33,broken clouds
426,Texarkana,US,33.4251,-94.0477,79.02,82,75,3.0,broken clouds
427,Dakar,SN,14.6937,-17.4441,81.48,83,64,8.72,broken clouds
428,Altus,US,34.6381,-99.334,75.27,81,40,5.75,scattered clouds
429,Marsh Harbour,BS,26.5412,-77.0636,83.88,74,90,13.38,overcast clouds
430,Cacu,BR,-18.5567,-51.1308,63.86,44,3,3.67,clear sky
431,Alta Floresta,BR,-9.8756,-56.0861,72.9,44,14,4.23,few clouds
432,Port Lincoln,AU,-34.7333,135.8667,53.91,71,100,19.24,light rain
433,Lasa,IT,46.6166,10.7002,50.61,89,88,4.76,overcast clouds
434,Bayan,CN,46.0833,127.4,70.14,94,100,6.2,overcast clouds
435,Esperance,AU,-33.8667,121.9,56.14,63,100,16.46,overcast clouds
436,North Bend,US,43.4065,-124.2243,61.92,94,90,13.8,overcast clouds
437,Tignere,CM,7.3667,12.65,63.0,97,99,2.46,overcast clouds
438,Akureyri,IS,65.6835,-18.0878,57.45,89,100,1.54,moderate rain
439,Tahe,CN,52.3333,124.7333,75.22,40,3,4.81,clear sky
440,Chipinge,ZW,-20.1883,32.6236,49.77,52,0,2.42,clear sky
441,Flagstaff,US,35.1981,-111.6513,71.33,79,1,3.0,clear sky
442,Mouila,GA,-1.8685,11.0559,73.0,84,100,0.96,overcast clouds
443,Watsa,CD,3.0372,29.5355,62.56,98,96,1.54,overcast clouds
444,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.36,55,49,1.54,scattered clouds
445,Bonthe,SL,7.5264,-12.505,76.19,86,85,9.37,moderate rain
446,Yangmei,CN,24.1023,112.5618,89.26,57,79,3.11,light rain
447,Nalut,LY,30.3333,10.85,83.88,16,6,8.7,clear sky
448,The Pas,CA,53.8251,-101.2541,69.28,47,0,6.2,clear sky
449,Le Port,RE,-20.9373,55.2919,69.76,68,13,6.51,few clouds
450,Salalah,OM,17.0151,54.0924,77.09,100,90,4.61,mist
451,Homer,US,59.6425,-151.5483,74.08,86,1,10.36,clear sky
452,Kathu,TH,7.9178,98.3332,85.82,75,100,18.61,overcast clouds
453,Tommot,RU,58.9564,126.2925,59.27,93,100,6.85,overcast clouds
454,Itoman,JP,26.1247,127.6694,88.18,79,40,14.97,scattered clouds
455,Satinka,RU,52.3792,41.6819,75.72,53,3,3.65,clear sky
456,Bouna,CI,9.2667,-3.0,68.94,97,7,5.06,clear sky
457,Ippy,CF,6.2679,21.2247,66.27,98,100,3.18,overcast clouds
458,Sept-Iles,CA,50.2001,-66.3821,57.06,88,59,6.87,broken clouds
459,Teguise,ES,29.0605,-13.564,66.42,78,0,16.11,clear sky
460,Touros,BR,-5.1989,-35.4608,74.3,80,8,15.84,clear sky
461,Mansfield,GB,53.1333,-1.2,54.99,91,100,0.29,overcast clouds
462,Hengshui,CN,37.7322,115.7011,84.49,60,6,9.08,clear sky
463,El Retorno,CO,2.3302,-72.6276,69.04,90,100,3.06,overcast clouds
464,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.21,82,18,12.8,few clouds
465,Magan,ES,39.9683,-3.931,66.72,39,11,4.9,few clouds
466,Lata,PT,40.1629,-8.3327,63.91,95,100,0.96,overcast clouds
467,Algeciras,ES,36.1333,-5.4505,67.77,84,60,7.63,broken clouds
468,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,63.61,29,100,4.41,overcast clouds
469,Quepos,CR,9.4236,-84.1652,81.7,86,100,0.6,light rain
470,Avera,US,33.194,-82.5271,82.71,79,19,6.02,few clouds
471,Hay River,CA,60.8156,-115.7999,69.37,51,7,8.37,clear sky
472,Flin Flon,CA,54.7682,-101.865,70.48,46,5,6.15,clear sky
473,Dorchester,US,33.1002,-80.3831,84.09,90,44,1.77,scattered clouds
474,Buala,SB,-8.145,159.5921,79.65,84,100,7.58,light rain
475,Yendi,GH,9.4427,-0.0099,72.72,88,96,4.85,overcast clouds
476,Nikolayevka,RU,53.1257,47.2041,76.39,55,45,2.98,scattered clouds
477,Saravan,AM,39.7196,45.6483,59.65,75,100,5.68,overcast clouds
478,Gamboula,CF,4.1178,15.1393,66.6,99,100,3.27,overcast clouds
479,Mount Isa,AU,-20.7333,139.5,89.37,22,90,12.66,overcast clouds
480,Darnah,LY,32.767,22.6367,81.79,53,0,14.27,clear sky
481,Riyadh,SA,24.6877,46.7219,91.54,11,3,7.74,clear sky
482,Gubbi,IN,13.3106,76.9444,76.68,61,84,15.73,broken clouds
483,Qasigiannguit,GL,68.8193,-51.1922,57.45,56,0,10.6,clear sky
484,Waterloo,CA,43.4668,-80.5164,58.24,99,26,3.0,scattered clouds
485,Melilla,ES,35.2937,-2.9383,64.78,52,0,2.3,clear sky
486,Seymchan,RU,62.8833,152.4333,47.91,54,100,18.75,overcast clouds
487,Andover,GB,51.2083,-1.4825,60.35,95,17,4.7,few clouds
488,Doka,SD,13.5167,35.7667,68.86,89,68,6.15,broken clouds
489,Imeni Poliny Osipenko,RU,52.4201,136.4853,71.04,65,100,4.9,overcast clouds
490,Korla,CN,41.7597,86.1469,82.0,16,68,6.6,broken clouds
491,Puerto Carreno,CO,6.189,-67.4859,73.8,90,71,5.44,broken clouds
492,Bilibino,RU,68.0546,166.4372,47.08,56,98,11.92,overcast clouds
493,Hualmay,PE,-11.0964,-77.6139,63.5,83,61,8.75,broken clouds
494,Nagato,JP,34.3833,131.2,83.19,70,98,10.4,overcast clouds
495,Hearst,CA,49.6835,-83.6665,52.99,90,97,5.37,overcast clouds
496,Ahome,MX,25.9167,-109.1833,86.09,83,80,3.0,broken clouds
497,Nyurba,RU,63.2842,118.3319,84.34,34,100,11.99,overcast clouds
498,Vallenar,CL,-28.5708,-70.7581,61.93,48,0,2.66,clear sky
499,Lerwick,GB,60.1545,-1.1494,48.2,79,100,11.92,overcast clouds
500,Oussouye,SN,12.485,-16.5469,77.76,86,73,12.8,moderate rain
501,Sawtell,AU,-30.3833,153.1,66.18,72,90,8.05,overcast clouds
502,Hasaki,JP,35.7333,140.8333,90.28,81,45,11.81,scattered clouds
503,Bairiki,KI,1.3292,172.9752,86.0,66,20,4.61,few clouds
504,Broken Hill,AU,-31.95,141.4333,64.45,34,0,19.89,clear sky
505,Grants,US,35.1473,-107.8514,66.43,68,1,3.44,clear sky
506,Requena,ES,39.4883,-1.1004,66.29,87,100,4.12,overcast clouds
507,Porto Novo,BJ,6.4965,2.6036,74.05,90,49,6.24,scattered clouds
508,Linqiong,CN,30.4159,103.4609,88.48,54,0,3.83,clear sky
509,Mporokoso,ZM,-9.3727,30.125,53.44,81,3,6.85,clear sky
510,Sangar,RU,63.9242,127.4739,80.22,25,81,6.73,broken clouds
511,Shipunovo,RU,52.1582,82.2173,79.93,37,79,12.77,broken clouds
512,Tura,IN,25.5198,90.2201,79.97,89,93,5.73,overcast clouds
513,Buraydah,SA,26.326,43.975,88.11,8,6,10.6,clear sky
514,Bosaso,SO,11.2842,49.1816,89.11,41,66,23.26,broken clouds
515,Angoram,PG,-4.0625,144.0661,92.98,49,44,2.44,scattered clouds
516,Shashi,CN,30.3072,112.2447,93.09,62,71,8.88,light rain
517,Alvaraes,BR,-3.2208,-64.8042,71.4,69,76,2.01,broken clouds
518,Sanok,PL,49.5557,22.2056,63.43,100,68,8.14,broken clouds
519,Irbit,RU,57.6705,63.071,68.04,65,39,9.91,scattered clouds
520,Quito,EC,-0.2299,-78.5249,52.75,72,9,4.99,clear sky
521,Rudnogorsk,RU,57.2639,103.7519,75.76,28,19,5.28,few clouds
522,Edgewater,US,28.9889,-80.9023,79.38,78,65,9.53,broken clouds
523,Antigonish,CA,45.6169,-61.9986,62.82,92,1,7.02,clear sky
524,Malanje,AO,-9.5402,16.341,59.92,46,31,3.11,scattered clouds
525,Kenai,US,60.5544,-151.2583,74.03,53,1,6.91,clear sky
526,Ekhabi,RU,53.5102,142.9671,60.1,71,96,10.76,overcast clouds
527,Alofi,NU,-19.0595,-169.9187,76.89,69,75,14.97,broken clouds
528,Esmeraldas,BR,-19.7625,-44.3139,54.46,77,6,5.19,clear sky
529,Nakonde,ZM,-9.3421,32.745,49.68,95,67,4.0,broken clouds
530,Acapulco,MX,16.8634,-99.8901,80.76,86,29,3.15,scattered clouds
531,Sinazongwe,ZM,-17.2614,27.4618,59.97,61,0,3.4,clear sky
532,Cap Malheureux,MU,-19.9842,57.6142,68.47,81,6,5.01,clear sky
533,Kenora,CA,49.8167,-94.4337,61.59,60,12,4.41,few clouds
534,Nishihara,JP,26.1842,127.7558,87.46,79,40,14.97,scattered clouds
535,Hudson Bay,CA,52.85,-102.3842,67.84,44,18,4.63,few clouds
536,Atambua,ID,-9.1061,124.8925,85.6,50,8,2.71,clear sky
537,La Sarre,CA,48.8002,-79.1996,46.38,92,24,3.87,few clouds
538,Ornskoldsvik,SE,63.2909,18.7153,50.95,71,90,6.91,overcast clouds
539,Guane,CU,22.2025,-84.0875,78.62,81,8,3.31,clear sky
540,Hobyo,SO,5.3505,48.5268,77.25,77,6,20.92,clear sky
541,Tabuny,RU,52.7773,78.7896,79.88,45,12,7.45,few clouds
542,Kokkola,FI,63.8385,23.1307,60.93,81,0,1.01,clear sky
543,Cabedelo,BR,-6.9811,-34.8339,72.27,87,34,17.0,scattered clouds
544,Uyuni,BO,-20.4597,-66.825,36.1,54,57,6.82,broken clouds
545,Barra Patuca,HN,15.8,-84.2833,78.93,88,35,8.3,scattered clouds
546,Ilulissat,GL,69.2167,-51.1,57.22,41,0,27.63,clear sky
547,Port Hedland,AU,-20.3167,118.5667,75.25,23,0,19.57,clear sky
548,Mungaa,TZ,-4.9667,34.8833,52.29,82,4,7.45,clear sky
549,Thomastown,IE,52.5267,-7.1372,55.44,91,100,4.9,overcast clouds
550,Iaciara,BR,-14.0958,-46.6317,67.23,47,3,5.59,clear sky
551,Missoula,US,47.0166,-113.8009,61.2,90,100,0.54,overcast clouds
552,Ixtapa,MX,20.7,-105.2,77.31,93,57,2.33,broken clouds
553,Nome,US,64.5011,-165.4064,54.16,94,90,6.91,light rain
554,Diapaga,BF,12.0708,1.7889,74.46,85,99,5.32,overcast clouds
555,Benalla,AU,-36.55,145.9833,59.58,63,0,10.58,clear sky
556,Turochak,RU,52.2576,87.1224,76.62,44,52,2.71,broken clouds
557,Kutoarjo,ID,-7.7169,109.9128,85.89,65,48,9.69,scattered clouds
558,Sulechow,PL,52.0836,15.6251,58.75,72,40,4.61,scattered clouds
559,Athabasca,CA,54.7169,-113.2854,77.18,39,93,7.29,overcast clouds
560,Haines Junction,CA,60.7522,-137.5108,75.72,39,65,3.74,broken clouds
561,Kedrovyy,RU,56.1667,91.8167,70.21,43,14,5.21,few clouds
562,Pucallpa,PE,-8.3791,-74.5539,67.37,77,40,1.01,scattered clouds
563,Livingston,GB,55.9029,-3.5226,50.11,91,0,1.14,clear sky
564,Monywa,MM,22.1167,95.1333,81.9,77,100,9.73,moderate rain
565,Salinopolis,BR,-0.6136,-47.3561,76.87,81,54,3.8,broken clouds
566,Luena,AO,-11.7833,19.9167,49.24,55,26,3.44,scattered clouds
567,Tilichiki,RU,60.4667,166.1,51.78,78,99,7.61,light rain
568,Berbera,SO,10.4396,45.0143,88.59,42,35,28.7,scattered clouds
569,Lere,NG,10.387,8.5726,66.56,98,100,1.07,light rain
570,Wewak,PG,-3.5534,143.6268,85.6,68,56,9.66,broken clouds
571,San Cristobal,VE,7.7669,-72.225,65.75,98,100,5.86,overcast clouds
572,Morehead,US,37.2711,-87.1764,71.31,91,1,0.0,clear sky
573,Saint-Leu,RE,-21.15,55.2833,68.83,67,26,3.06,scattered clouds
574,Hambantota,LK,6.1241,81.1185,84.54,79,20,16.11,few clouds
575,Namie,JP,37.4833,141.0,93.78,80,14,1.01,few clouds
576,Pakpattan,PK,30.341,73.3866,98.17,42,27,8.12,scattered clouds
577,Xiaoweizhai,CN,26.1903,107.5125,87.67,56,0,6.89,light rain
578,Tyazhinskiy,RU,56.116,88.524,65.8,72,100,2.46,overcast clouds
579,Carrick-On-Suir,IE,52.3492,-7.4131,55.56,85,100,6.08,overcast clouds
580,Qingdao,CN,36.0986,120.3719,82.24,69,44,0.11,scattered clouds
581,Jinka,ET,5.65,36.65,62.98,64,95,5.44,overcast clouds
582,Wenchi,GH,7.7392,-2.1046,68.27,98,42,3.49,scattered clouds
583,Certesti,RO,46.0167,27.6167,73.06,56,12,10.8,few clouds
584,Aljezur,PT,37.3191,-8.8033,63.73,97,85,6.4,overcast clouds
585,Rawson,AR,-43.3002,-65.1023,54.48,37,26,7.54,scattered clouds
586,Glendive,US,47.1053,-104.7125,77.49,31,1,8.05,clear sky
587,Anloga,GH,5.7947,0.8973,75.56,89,32,9.75,scattered clouds
588,Zhuhai,CN,22.2769,113.5678,91.71,84,40,8.05,scattered clouds
589,Kutahya,TR,39.4242,29.9833,57.09,44,0,1.95,clear sky
590,Shimoda,JP,34.6667,138.95,87.1,73,86,11.07,overcast clouds
591,Rio Grande,BR,-32.035,-52.0986,47.95,94,0,6.87,clear sky
592,Miraflores,MX,19.2167,-98.8083,62.02,93,99,0.58,overcast clouds
593,Vaitape,PF,-16.5167,-151.75,77.88,71,24,14.65,few clouds
594,Camana,PE,-16.6228,-72.7111,61.02,84,52,6.93,broken clouds
595,Waingapu,ID,-9.6567,120.2641,84.7,62,72,13.13,broken clouds
596,Mabaruma,GY,8.2,-59.7833,72.43,99,100,2.44,overcast clouds
597,Boralday,KZ,43.3578,76.8594,82.26,15,40,11.18,scattered clouds
598,Cayenne,GF,4.9333,-52.3333,74.08,91,75,0.0,broken clouds
599,Ingham,US,42.6,-84.3833,59.31,93,1,0.0,clear sky
600,Amahai,ID,-3.3333,128.9167,83.1,75,30,5.66,scattered clouds
601,Katangli,RU,51.7102,143.2326,57.58,81,100,7.94,overcast clouds
602,Paamiut,GL,61.994,-49.6678,45.32,95,100,2.55,light rain
603,Tiarei,PF,-17.5333,-149.3333,78.01,66,1,10.78,clear sky
604,Bandarbeyla,SO,9.4942,50.8122,82.26,62,23,30.11,few clouds
605,Broome,US,42.2506,-75.833,61.02,98,90,1.99,mist
606,Rognan,NO,67.0953,15.3878,48.34,93,100,4.74,overcast clouds
607,Gat,IL,31.61,34.7642,85.41,60,0,3.44,clear sky
608,Nebolchi,RU,59.1239,33.3454,60.51,84,95,4.0,overcast clouds
609,Oistins,BB,13.0667,-59.5333,80.69,78,40,11.5,scattered clouds
610,Dabakala,CI,8.3667,-4.4333,69.06,99,26,3.78,scattered clouds
611,Crotone,IT,39.0851,17.1178,83.43,48,11,1.86,few clouds
612,Lander,US,42.833,-108.7307,75.16,45,1,4.61,clear sky
613,Les Escoumins,CA,48.1111,-69.0236,51.93,86,100,1.19,overcast clouds
614,Kosterevo,RU,55.9299,39.6144,66.54,93,100,2.89,moderate rain
615,Englehart,CA,47.8169,-79.8664,52.86,77,39,4.54,scattered clouds
616,Pangai,TO,-19.8,-174.35,74.52,65,12,22.32,few clouds
617,Sisimiut,GL,66.9395,-53.6735,49.35,70,0,7.4,clear sky
618,Ugoofaaru,MV,5.6667,73.0,83.1,74,96,11.65,overcast clouds
619,Chakia,IN,26.4167,85.05,85.87,72,100,4.52,overcast clouds
620,Bengkulu,ID,-3.8004,102.2655,79.18,87,60,10.76,broken clouds
621,Pali,IN,25.7667,73.3333,79.56,80,100,13.09,overcast clouds
622,Manbij,SY,36.5281,37.9549,83.17,34,1,11.36,clear sky
623,Tekkali,IN,18.6167,84.2333,84.61,69,99,4.52,overcast clouds
624,Nelson Bay,AU,-32.7167,152.15,69.3,66,74,11.79,broken clouds
625,Palembang,ID,-2.9167,104.7458,86.09,70,40,9.22,scattered clouds
626,Berdigestyakh,RU,62.0989,126.6992,81.3,21,100,12.55,overcast clouds
627,San Jose De Guanipa,VE,8.8872,-64.1651,74.16,87,97,1.95,overcast clouds
628,Fare,PF,-16.7,-151.0167,77.27,70,2,14.63,clear sky
629,Goalpara,IN,26.1667,90.6167,86.47,76,71,5.26,broken clouds
630,Miranda,CO,3.2499,-76.2281,69.93,73,100,5.61,overcast clouds
631,Peruibe,BR,-24.32,-46.9983,59.25,93,95,2.37,overcast clouds
632,Svetlogorsk,BY,52.6333,29.7333,69.57,83,98,10.42,overcast clouds
633,Santa Cruz Cabralia,BR,-16.2781,-39.0247,64.63,82,75,5.75,broken clouds
634,Tonota,BW,-21.4833,27.4833,50.36,49,0,2.21,clear sky
635,Qaqortoq,GL,60.7167,-46.0333,57.7,98,100,5.97,moderate rain
636,Stornoway,GB,58.2093,-6.3865,50.94,76,90,5.75,overcast clouds
637,Svetlaya,RU,46.5389,138.3297,69.55,73,72,9.1,broken clouds
638,Goderich,CA,43.7501,-81.7165,65.91,75,23,11.48,few clouds
639,Boca Do Acre,BR,-8.7522,-67.3978,69.08,55,0,3.42,clear sky
640,Tolstoy-Yurt,RU,43.4444,45.7722,71.92,78,0,0.0,clear sky
641,Kapit,MY,2.0167,112.9333,84.49,66,99,3.24,overcast clouds
642,Havoysund,NO,70.9963,24.6622,47.28,87,94,16.75,overcast clouds
643,Punta Alta,AR,-38.8759,-62.0736,47.16,58,1,13.71,clear sky
644,Bogatoye,RU,53.0601,51.3325,78.93,38,57,5.14,broken clouds
645,Owo,NG,7.1962,5.5868,68.31,98,98,3.18,overcast clouds
646,Christchurch,NZ,-43.5333,172.6333,53.8,82,75,8.01,broken clouds
647,Lyngseidet,NO,69.5763,20.2189,46.49,91,74,8.3,broken clouds
648,Tacuati,PY,-23.45,-56.5833,55.56,73,79,2.44,broken clouds
649,Huangchuan,CN,32.1272,115.0394,90.5,69,16,8.1,few clouds
650,Lucapa,AO,-8.4192,20.7447,61.0,35,90,3.44,overcast clouds
651,Mapiri,BO,-15.25,-68.1667,60.85,93,100,1.01,overcast clouds
652,Zabol,AF,32.25,67.25,79.97,12,0,16.02,clear sky
653,Innisfail,AU,-17.5333,146.0333,76.41,56,0,7.34,clear sky
654,Susuman,RU,62.7833,148.1667,52.39,42,26,15.05,scattered clouds
655,Pemangkat,ID,1.1667,108.9667,86.47,66,83,8.05,broken clouds
656,Tsaratanana,MG,-16.7833,47.65,64.89,76,29,8.48,scattered clouds
657,Nichinan,JP,31.6,131.3667,89.76,68,100,9.24,overcast clouds
658,Turkistan,KZ,43.0,68.0,92.91,12,25,28.43,scattered clouds
659,Olga,RU,43.7444,135.2892,67.17,97,100,7.9,overcast clouds
660,Tazovskiy,RU,67.4667,78.7,60.58,60,100,11.14,overcast clouds
661,Villa Carlos Paz,AR,-31.4241,-64.4978,48.4,59,0,4.0,clear sky
662,Manono,CD,-7.3,27.4167,68.34,45,26,5.99,scattered clouds
663,Minab,IR,27.1467,57.0801,92.7,57,8,3.53,clear sky
664,Vila Velha,BR,-20.3297,-40.2925,60.75,88,75,2.3,broken clouds
665,Urusha,RU,54.05,122.9,67.59,53,48,7.09,scattered clouds
666,Kirakira,SB,-10.4544,161.9205,79.47,73,100,9.64,overcast clouds
667,Ust-Nera,RU,64.5667,143.2,63.36,35,1,4.74,clear sky
668,Peniche,PT,39.3558,-9.3811,69.76,95,77,5.12,broken clouds
669,Kapuskasing,CA,49.4169,-82.4331,57.43,64,100,3.67,overcast clouds
670,Ballitoville,ZA,-29.539,31.2144,62.24,73,79,12.21,broken clouds
671,Skjervoy,NO,70.0311,20.9714,46.4,71,77,9.33,broken clouds
672,Kropotkin,RU,45.4375,40.5756,78.13,49,0,5.41,clear sky
673,Francistown,BW,-21.17,27.5079,51.49,51,0,4.14,clear sky
674,Chistogorskiy,RU,53.9835,87.3843,66.69,68,100,4.88,overcast clouds
675,Lincoln,US,40.8,-96.667,69.39,79,1,5.75,clear sky
676,Batticaloa,LK,7.7102,81.6924,85.6,61,100,2.93,overcast clouds
677,Stokmarknes,NO,68.5646,14.9108,49.5,84,100,9.73,light rain
678,Camacari,BR,-12.6975,-38.3242,71.37,91,80,10.49,broken clouds
679,Bang Saphan,TH,11.2126,99.5117,86.95,61,100,11.59,overcast clouds
680,Parana,AR,-31.732,-60.5238,51.55,71,0,6.44,clear sky
681,Aksu,CN,41.1231,80.2644,86.47,10,98,7.43,overcast clouds
682,Lufilufi,WS,-13.8745,-171.5986,77.79,94,97,22.08,very heavy rain
683,Pulandian,CN,39.3953,121.9669,82.53,69,9,7.02,clear sky
684,Bulgan,MN,48.8125,103.5347,61.39,88,99,3.62,moderate rain
685,Mana,GF,5.6592,-53.7767,76.24,89,83,7.25,broken clouds
686,Doha,QA,25.2867,51.5333,100.38,32,0,2.3,clear sky
687,Chemal,RU,51.4111,86.005,76.39,45,36,3.33,scattered clouds
688,Noyabrsk,RU,63.1994,75.4507,64.47,56,100,11.54,overcast clouds
689,Singkawang,ID,0.9,109.0,87.96,61,76,5.64,broken clouds
